"Internal Reference","Korporat Code","Name","Last Updated on","General State","Copackaging Routing Type/Display Name","MPS Lead Time","Ppc State"
"00004","A-W1MG-W40 ML","Acne Perfecting Moisurizer Gel Wardah 40 ml (Pc(s))","2022-06-05 05:38:07","Confirmed","STD","5","Confirmed"
"03169","FW-ADCDN2-AM","Atmos Men Anti-Acne Acne Defence Face Wash 100 ml","2022-07-07 12:31:40","Confirmed","STD","5","Confirmed"
"03162","FW-ADCDN1-AM","Atmos Men Anti-Acne Acne Defence Face Wash 50 ml","2022-06-05 11:44:35","Confirmed","STD","5","Confirmed"
"03163","FW-DCPPN2-AM","Atmos Men Deepcool Power Pore Face Wash 100 ml","2022-07-07 12:31:55","Confirmed","STD","5","Confirmed"
"03164","FW-DCPPN1-AM","Atmos Men Deepcool Power Pore Face Wash 50 ml","2022-06-05 11:45:21","Confirmed","STD","5","Confirmed"
"03165","FW-PBOCN2-AM","Atmos Men Power Bright Oil Control Face Wash 100 ml","2022-07-07 12:32:15","Confirmed","STD","5","Confirmed"
"03166","FW-PBOCN1-AM","Atmos Men Power Bright Oil Control Face Wash 50 ml","2022-06-05 11:46:01","Confirmed","STD","5","Confirmed"
"03167","FW-PBPDN2-AM","Atmos Men Power Bright Pollution Defence Face Wash 100 ml","2022-07-07 12:32:39","Confirmed","STD","5","Confirmed"
"03168","FW-PBPDN1-AM","Atmos Men Power Bright Pollution Defence Face Wash 50 ml","2022-06-05 11:46:25","Confirmed","STD","5","Confirmed"
"04956","L-BKML01-B","Beyondly Baby Multipurpose Lotion","2022-07-11 03:29:42","Draft","","0","Draft"
"04958","L-BKSS01-B","Beyondly Baby Sun Shield Lotion","2022-07-11 03:29:43","Draft","","0","Draft"
"04648","EO-OKDS01-B","Beyondly Blend Oil Kit Daily Sinergy 3x10 ml","2022-07-01 08:40:23","Confirmed","COPACKING","5","Confirmed"
"04603","S-CSCB01-B","Beyondly Calm Barrier Collagen Serum","2022-07-08 10:04:57","Confirmed","STD","4","Confirmed"
"04606","MB-COTR01-B","Beyondly Carrier Oil Terra 100 ml","2022-07-08 10:04:57","Confirmed","STD","4","Confirmed"
"04693","M-SSSC01-B","Beyondly Collagen Serum Sunscreen SPF50 PA++++ 40ml","2022-07-07 12:13:19","Confirmed","STD","4","Confirmed"
"04650","D-DEN01-B","Beyondly Diffuser Eternal 230 ml","2022-07-08 10:04:58","Confirmed","STD","3","Confirmed"
"04640","EO-BOBR01-B","Beyondly Essential Blend Oil Breathe 10 ml","2022-07-08 07:26:47","Confirmed","STD","5","Confirmed"
"04639","EO-BOCR01-B","Beyondly Essential Blend Oil Cold Remedy 10 ml","2022-07-08 07:26:12","Confirmed","STD","5","Confirmed"
"04777","EO-BOHF01-B","Beyondly Essential Blend Oil Hocus Focus 10 ml","2022-07-11 03:29:43","Confirmed","STD","3","Confirmed"
"04642","EO-BOLC01-B","Beyondly Essential Blend Oil Life Core 10 ml","2022-07-01 08:40:27","Confirmed","STD","4","Confirmed"
"04644","EO-BOMB01-B","Beyondly Essential Blend Oil Metabolife 10 ml","2022-07-08 07:34:46","Confirmed","STD","4","Confirmed"
"04641","EO-BORF01-B","Beyondly Essential Blend Oil Roomify 10 ml","2022-07-01 08:40:28","Confirmed","STD","4","Confirmed"
"04646","EO-BOSN01-B","Beyondly Essential Blend Oil Serenity 10 ml","2022-07-08 07:34:35","Confirmed","STD","5","Confirmed"
"04638","EO-BOSH01-B","Beyondly Essential Blend Oil Shield 10 ml","2022-07-08 07:23:16","Confirmed","STD","5","Confirmed"
"04643","EO-BOTB01-B","Beyondly Essential Blend Oil Tummy Buddy 10 ml","2022-07-08 07:33:11","Confirmed","STD","5","Confirmed"
"04634","EO-SOCB01-B","Beyondly Essential Single Oil Clove Bud 10 ml","2022-07-08 10:04:58","Confirmed","STD","4","Confirmed"
"04635","EO-SOEC01-B","Beyondly Essential Single Oil Eucalyptus 10 ml","2022-07-08 10:04:59","Confirmed","STD","4","Confirmed"
"04632","EO-SOLD01-B","Beyondly Essential Single Oil Lavender 10 ml","2022-07-08 10:04:59","Confirmed","STD","4","Confirmed"
"04592","EO-SOLM01-B","Beyondly Essential Single Oil Lemon 10 ml","2022-07-08 10:05:00","Confirmed","STD","4","Confirmed"
"04633","EO-SOLG01-B","Beyondly Essential Single Oil Lemongrass 10 ml","2022-07-08 10:05:00","Confirmed","STD","4","Confirmed"
"04637","EO-SOOR01-B","Beyondly Essential Single Oil Orange 10 ml","2022-07-08 10:05:00","Confirmed","STD","4","Confirmed"
"04631","EO-SOPM01-B","Beyondly Essential Single Oil Peppermint 10 ml","2022-07-08 10:05:01","Confirmed","STD","4","Confirmed"
"04636","EO-SOTT01-B","Beyondly Essential Single Oil Tea Tree 10 ml","2022-07-08 10:05:01","Confirmed","STD","4","Confirmed"
"04616","LD-CDFB01-B","Beyondly Fitclair Collagen Drink","2022-07-08 10:05:01","Draft","","3","Draft"
"04608","FW-CSGC01-B","Beyondly Glowlasting Collagen Cleanser","2022-07-08 10:05:02","Confirmed","STD","5","Confirmed"
"04591","M-CSGD01-B","Beyondly Glowlasting Collagen UV Care Moisturizer","2022-07-14 00:51:13","Confirmed","STD","4","Confirmed"
"04668","TH-VSKS01-B","Beyondly KidSmart Child Supplement","2022-06-23 09:44:42","Confirmed","","3","Draft"
"04669","TH-VSKG01-B","Beyondly KidsGrow Child Supplement","2022-06-23 09:44:43","Confirmed","","3","Draft"
"04666","TH-VSLS01-B","Beyondly Lifessential Supplement","2022-06-23 09:44:43","Confirmed","","3","Draft"
"04647","MB-MBSG01-B","Beyondly Minyak Balur Sagala 100 ml","2022-07-08 07:34:59","Confirmed","STD","4","Confirmed"
"04609","S-CSPB01-B","Beyondly Pomebright Collagen Serum","2022-07-08 10:05:02","Confirmed","STD","4","Confirmed"
"04948","PD-PSSS01-B","Beyondly SOP Supplement","2022-07-11 03:29:44","Waiting for Approval","","0","Draft"
"04607","EO-OKPT01-B","Beyondly Single Oil Kit Primary Three 3x10 ml","2022-07-08 10:05:03","Confirmed","COPACKING","5","Confirmed"
"04667","TH-VSVP01-B","Beyondly Vitaprolix Supplement","2022-06-23 09:44:43","Confirmed","","3","Draft"
"04604","S-CSYP01-B","Beyondly Youth Power Collagen Serum","2022-07-08 10:05:03","Confirmed","STD","4","Confirmed"
"03170","W-AW10-BD","Biodef Antiseptic Wipes 10 Sheet","2022-07-11 03:29:44","Confirmed","OEMNDC","2","Confirmed"
"03173","D-DEORO-BD","Biodef Deodorant Roll On 50 ml","2022-06-05 12:05:42","Confirmed","STD","5","Confirmed"
"03174","HBW-MALN1-BD","Biodef Multipurpose Antiseptic Liquid 200 ml","2022-07-11 03:29:45","Confirmed","STD","5","Confirmed"
"N156","HBW-NFSBWN1C-BD","Biodef NFS Natural Protection Mint + Green Tea Body Wash Antiseptik Alami 15 ml","2022-07-13 01:43:44","Confirmed","","0","Draft"
"N141","HBW-NFSBWN1A-BD","Biodef NFS Natural Protection Mint + Sea Salt Body Wash Antiseptik Alami 15 ml","2022-07-08 04:56:50","Confirmed","STD","9","Confirmed"
"N157","HBW-NFSBWN1D-BD","Biodef NFS Natural Protection Mint + Yuzu Body Wash Antiseptik Alami 15 ml","2022-07-13 01:43:14","Confirmed","","0","Draft"
"04535","HS-HSN1FG-BD","Biodef Natural Protection Hand Spray Sanitizer Food Grade 100 ml","2022-06-05 12:06:29","Confirmed","","4","Draft"
"03176","HBW-BWN1C-BD","Biodef Natural Protection Mint + Green Tea Body Wash Antiseptik Alami Botol 275 ml","2022-06-06 01:05:30","Confirmed","STD","5","Confirmed"
"04687","HBW-BWN5C-BD","Biodef Natural Protection Mint + Green Tea Body Wash Antiseptik Alami Botol 550 ml","2022-07-07 12:34:23","Confirmed","STD","4","Confirmed"
"03177","HBW-BWN2C-BD","Biodef Natural Protection Mint + Green Tea Body Wash Antiseptik Alami Pouch 400 ml","2022-06-06 01:05:30","Confirmed","STD","5","Confirmed"
"04690","HBW-BWN6C-BD","Biodef Natural Protection Mint + Green Tea Body Wash Antiseptik Alami Pouch 800 ml","2022-07-07 12:34:41","Confirmed","STD","4","Confirmed"
"04531","HBW-BWN4C-BD","Biodef Natural Protection Mint + Green Tea Body Wash Jerrycan 5 L","2022-06-05 12:07:05","Confirmed","STD","4","Confirmed"
"03178","HBW-HWN2-BD","Biodef Natural Protection Mint + Green Tea Hand Wash Antiseptik Alami Botol 250 ml","2022-06-06 01:05:30","Confirmed","STD","5","Confirmed"
"03179","HBW-HWN1-BD","Biodef Natural Protection Mint + Green Tea Hand Wash Antiseptik Alami Pouch 200 ml","2022-06-06 01:05:30","Confirmed","STD","5","Confirmed"
"04533","HBW-HWN3-BD","Biodef Natural Protection Mint + Green Tea Hand Wash Jerrycan 5 L","2022-06-05 12:07:37","Confirmed","STD","4","Confirmed"
"03180","HBW-BWN1A-BD","Biodef Natural Protection Mint + Sea Salt Body Wash Antiseptik Alami Botol 275 ml","2022-06-06 01:05:30","Confirmed","STD","5","Confirmed"
"04689","HBW-BWN5A-BD","Biodef Natural Protection Mint + Sea Salt Body Wash Antiseptik Alami Botol 550 ml","2022-07-07 12:34:57","Confirmed","STD","4","Confirmed"
"03181","HBW-BWN2A-BD","Biodef Natural Protection Mint + Sea Salt Body Wash Antiseptik Alami Pouch 400 ml","2022-06-30 01:36:51","Confirmed","STD","5","Confirmed"
"04692","HBW-BWN6A-BD","Biodef Natural Protection Mint + Sea Salt Body Wash Antiseptik Alami Pouch 800 ml","2022-07-07 12:36:58","Confirmed","STD","4","Confirmed"
"04530","HBW-BWN4A-BD","Biodef Natural Protection Mint + Sea Salt Body Wash Jerrycan 5 L","2022-06-05 12:08:21","Confirmed","STD","4","Confirmed"
"03182","HBW-BWN1D-BD","Biodef Natural Protection Mint + Yuzu Body Wash Antiseptik Alami Botol 275 ml","2022-06-06 01:05:30","Confirmed","STD","5","Confirmed"
"04688","HBW-BWN5D-BD","Biodef Natural Protection Mint + Yuzu Body Wash Antiseptik Alami Botol 550 ml","2022-07-07 12:37:39","Confirmed","STD","5","Confirmed"
"03183","HBW-BWN2D-BD","Biodef Natural Protection Mint + Yuzu Body Wash Antiseptik Alami Pouch 400 ml","2022-06-06 01:05:30","Confirmed","STD","5","Confirmed"
"04691","HBW-BWN6D-BD","Biodef Natural Protection Mint + Yuzu Body Wash Antiseptik Alami Pouch 800 ml","2022-07-07 12:38:02","Confirmed","STD","4","Confirmed"
"04532","HBW-BWN4D-BD","Biodef Natural Protection Mint + Yuzu Body Wash Jerrycan 5 L","2022-06-05 12:09:12","Confirmed","STD","4","Confirmed"
"03184","HBW-HWN2B-BD","Biodef Natural Protection Mint + Yuzu Hand Wash Antiseptik Alami Botol 250 ml","2022-06-06 01:05:30","Confirmed","STD","5","Confirmed"
"03185","HBW-HWN1B-BD","Biodef Natural Protection Mint + Yuzu Hand Wash Antiseptik Alami Pouch 200 ml","2022-06-06 01:05:30","Confirmed","STD","5","Confirmed"
"04534","HBW-HWN3B-BD","Biodef Natural Protection Mint + Yuzu Hand Wash Jerrycan 5 L","2022-06-05 12:09:43","Confirmed","STD","4","Confirmed"
"04674","P-BA-L","Birthday Package A","2022-07-14 05:12:15","Confirmed","","3","Draft"
"01183","BCR-NMBMS-WBH","Body Massage with Scrub (NM)","2022-06-05 12:19:27","Confirmed","","0","Confirmed"
"01184","BCR-NMBS-WBH","Body Spa (NM)","2022-07-13 00:58:50","Confirmed","","3","Draft"
"01270","BUKU-BYS2126-MO","Buku Because You`re Special,21x26cm,C:AC260 4/4 Glossy1/0 Embos,I:AP100 4/4,124hal,LemPanas,Shrink","2022-07-11 03:29:46","Confirmed","","3","Draft"
"04744","P-PBA-MO","Bundling Package Perfect","2022-06-30 17:05:28","Confirmed","","0","Draft"
"04628","P-NFSASRMPFC-W","Bundling Wardah Acnederm Pure Foaming Cleanser 60 ml dengan Wardah NFS Acnederm Acne Care Serum 2 ml","2022-06-14 06:05:51","Confirmed","","3","Draft"
"01185","MUP-NMCB-WBH","Creambath (NM)","2022-07-11 03:29:46","Confirmed","","0","Draft"
"04951","P-CLBOISC-W","Crystallure Box of Indulgence - Skincare Travel Size","2022-07-13 01:02:53","Confirmed","","0","Draft"
"04817","P-CLD-P","Crystallure Day Package","2022-07-13 01:01:13","Confirmed","","0","Draft"
"S0014","FT-CHGN2P-W","Crystallure Dual Refining Treatment Solution 10 ml","2022-07-06 01:07:10","Confirmed","","0","Draft"
"03800","FT-CHG-W","Crystallure Dual Refining Treatment Solution 120 ml","2022-06-24 01:46:33","Confirmed","STD","4","Confirmed"
"04815","P-CLER-W","Crystallure Essential Regime Set","2022-07-13 01:03:55","Confirmed","","0","Draft"
"03101","P-CESR-W","Crystallure Essential Skincare Routine","2022-06-06 01:05:30","Confirmed","STD","5","Confirmed"
"04813","P-CLFR-W","Crystallure Full Regime Set","2022-07-13 01:04:19","Confirmed","","0","Draft"
"03733","FW-CFW-W","Crystallure Moisture Rich Cleansing Foam 100 ml","2022-06-15 09:13:30","Confirmed","STD","5","Confirmed"
"04630","FW-RCFW-W","Crystallure Moisture Rich Cleansing Foam 100 ml (Revamp)","2022-07-05 00:33:59","Confirmed","STD","6","Confirmed"
"S0013","FW-CFWN2P-W","Crystallure Moisture Rich Cleansing Foam 15 ml","2022-07-13 01:58:52","Confirmed","","0","Draft"
"04816","P-CLM-W","Crystallure Moisturizer Package","2022-07-13 01:01:24","Confirmed","","0","Draft"
"04814","P-CLNR-W","Crystallure Night Regime Set","2022-07-13 02:07:21","Confirmed","","0","Draft"
"02172","SRM-CAB-W","Crystallure Supreme Activating Booster Essence 30 ml","2022-06-06 01:05:30","Confirmed","STD","5","Confirmed"
"02170","M-CSAOC-W","Crystallure Supreme Activating Overnight Cream 50 g","2022-07-08 02:38:03","Confirmed","STD","5","Confirmed"
"02174","SRM-CSRO-W","Crystallure Supreme Revitalizing Oil Serum 30 ml","2022-06-06 01:05:30","Confirmed","STD","5","Confirmed"
"01420","P-DMU1-W","Define Your Make Up","2022-07-11 03:29:51","Confirmed","","3","Draft"
"04233","HBW-RETBWCN2-W","EARTH LOVE LIFE Bulgarian Rose & East Nusa Vanilla Body Wash Pouch 400 ml","2022-06-06 01:05:30","Confirmed","STD","4","Confirmed"
"04236","HBW-RETBWAN2-W","EARTH LOVE LIFE East Balinese Bamboo & Oriental Mint Body Wash Pouch 400 ml","2022-06-06 01:05:30","Confirmed","STD","4","Confirmed"
"04234","HBW-RETBWBN2-W","EARTH LOVE LIFE Javanese Moringa & Balinese Starfruit Body Wash Pouch 400 ml","2022-06-06 01:05:30","Confirmed","STD","4","Confirmed"
"04235","HBW-RETBWEN2-W","EARTH LOVE LIFE South Bali Frangipani & Tropical Coconut Water Body Wash Pouch 400 ml","2022-06-15 09:15:18","Confirmed","STD","4","Confirmed"
"04237","HBW-RETBWDN2-W","EARTH LOVE LIFE Spanish Lavender & Javanese Rice Milk Body Wash Pouch 400 ml","2022-06-15 09:14:42","Confirmed","STD","4","Confirmed"
"04976","P-ETNYAG-W","EARTH New Year Package A – Green","2022-07-13 08:21:00","Confirmed","","0","Draft"
"04974","P-ETNYAP-W","EARTH New Year Package A – Pink","2022-07-13 08:21:07","Confirmed","","0","Draft"
"04975","P-ETNYAY-W","EARTH New Year Package A – Yellow","2022-07-13 08:21:12","Confirmed","","0","Draft"
"04977","P-ETNYBPRD-W","EARTH New Year Package B - Pink & Hijau","2022-07-13 08:21:17","Confirmed","","0","Draft"
"04979","P-ETNYBGRD-W","EARTH New Year Package B - Pink & Purple","2022-07-13 08:21:22","Confirmed","","0","Draft"
"04978","P-ETNYBYRD-W","EARTH New Year Package B - Yellow & Green","2022-07-13 08:21:25","Confirmed","","0","Draft"
"S0012","GWP-ERDP-W","EARTH Reed Diffuser","2022-07-13 01:59:12","Confirmed","","0","Draft"
"03595","EL-ELT-EM","EMINA Total Eclipse Pen Liner 1 ml","2022-07-14 08:08:34","Confirmed","STD","12","Confirmed"
"04928","P-ELFAP-W","Earth Festive 2023 – Package A Pink","2022-07-11 03:29:54","Confirmed","","0","Draft"
"04929","P-ELFAY-W","Earth Festive 2023 – Package A Yellow","2022-07-11 03:29:55","Confirmed","","0","Draft"
"04932","P-ELFBG-W","Earth Festive 2023 – Package B Green","2022-07-11 03:29:55","Confirmed","","0","Draft"
"04930","P-ELFBP-W","Earth Festive 2023 – Package B Pink","2022-07-11 03:29:56","Confirmed","","0","Draft"
"04931","P-ELFBY-W","Earth Festive 2023 – Package B Yellow","2022-07-11 03:29:56","Confirmed","","0","Draft"
"03931","HBL-ETBMCN2-W","Earth Love Life Bulgarian Rose & East Nusa Vanilla Body Lotion Serum 250 ml","2022-06-06 01:05:30","Confirmed","STD","4","Confirmed"
"03715","HBW-ETBWC-W","Earth Love Life Bulgarian Rose & East Nusa Vanilla Body Wash 250 ml","2022-07-01 08:40:33","Confirmed","STD","5","Confirmed"
"03787","HBW-ETBWCN2-W","Earth Love Life Bulgarian Rose & East Nusa Vanilla Body Wash 450 ml","2022-07-01 08:40:33","Confirmed","STD","4","Confirmed"
"03929","HBL-ETBMAN2-W","Earth Love Life East Balinese Bamboo & Oriental Mint Body Lotion Serum 250 ml","2022-06-06 01:05:30","Confirmed","STD","4","Confirmed"
"03438","HBW-ETBWA-W","Earth Love Life East Balinese Bamboo & Oriental Mint Body Wash 250 ml","2022-07-01 08:40:33","Confirmed","STD","4","Confirmed"
"03439","HBW-ETBWAN2-W","Earth Love Life East Balinese Bamboo & Oriental Mint Body Wash 450 ml","2022-07-01 08:40:33","Confirmed","STD","4","Confirmed"
"03930","HBL-ETBMBN2-W","Earth Love Life Javanese Moringa & Balinese Starfruit Body Lotion Serum 250 ml","2022-06-06 01:05:30","Confirmed","STD","4","Confirmed"
"03926","HBW-ETBWB-W","Earth Love Life Javanese Moringa & Balinese Starfruit Body Wash 250 ml","2022-07-01 08:40:34","Confirmed","STD","4","Confirmed"
"03440","HBW-ETBWBN2-W","Earth Love Life Javanese Moringa & Balinese Starfruit Body Wash 450 ml","2022-07-01 08:40:34","Confirmed","STD","4","Confirmed"
"03933","HBL-ETBMEN2-W","Earth Love Life South Bali Frangipani & Tropical Coconut Water Body Gel Serum 250 ml","2022-06-06 01:05:30","Confirmed","STD","4","Confirmed"
"03729","HBW-ETBWE-W","Earth Love Life South Bali Frangipani & Tropical Coconut Water Body Wash 250 ml","2022-07-01 08:40:34","Confirmed","STD","4","Confirmed"
"03928","HBW-ETBWEN2-W","Earth Love Life South Bali Frangipani & Tropical Coconut Water Body Wash 450 ml","2022-07-01 08:40:34","Confirmed","STD","4","Confirmed"
"03531","HBW-ETBWD-W","Earth Love Life Spanish Lavender & Javanese Rice Milk  Body Wash 250 ml","2022-07-01 08:40:35","Confirmed","STD","5","Confirmed"
"03932","HBL-ETBMDN2-W","Earth Love Life Spanish Lavender & Javanese Rice Milk Body Lotion Serum 250 m","2022-06-06 01:05:30","Confirmed","STD","4","Confirmed"
"03927","HBW-ETBWDN2-W","Earth Love Life Spanish Lavender & Javanese Rice Milk Body Wash 450 ml","2022-07-01 08:40:35","Confirmed","STD","4","Confirmed"
"02208","FM-2IN1S-EM","Emina 2 in 1 Scrub Mask 50 ml","2022-06-20 09:08:11","Confirmed","STD","3","Confirmed"
"01272","P-3SFTB-EM","Emina 3 Steps Skin Secret Face The Bright (Pc(s))","2022-06-05 19:19:04","Confirmed","STD","5","Confirmed"
"01273","P-3SHD-EM","Emina 3 Steps Skin Secret Hazel Dazzle (Pc(s))","2022-06-05 19:19:08","Confirmed","","3","Confirmed"
"01274","P-3SKMM-EM","Emina 3 Steps Skin Secret Keep Me Moist (Pc(s))","2022-06-05 19:19:12","Confirmed","","3","Confirmed"
"00820","EB-ABBL-EM1.2GR","Emina Agent of Brow Black 1.2 gr (Pc(s))","2022-06-20 09:09:17","Confirmed","OEMNDC","2","Confirmed"
"00821","EB-ABBR-EM1.2GR","Emina Agent of Brow Brown 1.2 gr (Pc(s))","2022-06-20 09:09:18","Confirmed","OEMNDC","2","Confirmed"
"02209","FMI-AV-EM","Emina Aloe Vera Face Mist 60 ml","2022-06-20 09:08:10","Confirmed","STD","5","Confirmed"
"02033","HBL-AVG-EM","Emina Aloe Vera Gel 60 ml","2022-06-20 09:08:12","Confirmed","STD","4","Confirmed"
"02468","HS-AVHGN2-EM","Emina Aloe Vera Hand Gel 50 ml","2022-06-20 09:09:35","Confirmed","STD","5","Confirmed"
"02450","HS-AVHG-EM","Emina Aloe Vera Hand Gel 60 ml","2022-06-05 19:19:39","Confirmed","STD","5","Confirmed"
"02467","HS-AVHSN2-EM","Emina Aloe Vera Hand Spray 100 ml","2022-06-05 19:19:47","Confirmed","STD","5","Confirmed"
"02445","HS-AVHS-EM","Emina Aloe Vera Hand Spray 80 ml","2022-06-20 09:09:36","Confirmed","STD","5","Confirmed"
"01251","FS-AJ-EM60ML","Emina Apricot Jam Face Scrub 60 ml (Pc(s))","2022-06-20 09:08:13","Confirmed","STD","3","Confirmed"
"01648","FM-AIS-EM30G","Emina Aqua Infused Sleeping Mask 30 g","2022-06-20 09:08:13","Confirmed","STD","3","Confirmed"
"01650","FM-AH-EM60ML","Emina Avocado Honey Face Mask 60 ml","2022-06-20 09:08:14","Confirmed","STD","3","Confirmed"
"00971","BUT-BR-EM100ML","Emina Bananarama Body Ice Cream 100 ml (Pc(s))","2022-06-05 19:20:17","Confirmed","","3","Confirmed"
"00765","B-BMCF1-EM14GR","Emina Bare With Me Mineral Compact Powder 01 Fair 14 gr (Pc(s))","2022-06-05 19:20:20","Confirmed","STD","4","Confirmed"
"00766","B-BMCLB2-EM14GR","Emina Bare With Me Mineral Compact Powder 02 Light Beige 14 gr (Pc(s))","2022-06-05 19:20:25","Confirmed","STD","4","Confirmed"
"00767","B-BMCA3-EM14GR","Emina Bare With Me Mineral Compact Powder 03 Amber 14 gr (Pc(s))","2022-06-05 19:20:28","Confirmed","STD","4","Confirmed"
"00768","B-BMCE4-EM14GR","Emina Bare With Me Mineral Compact Powder 04 Ebony 14 gr (Pc(s))","2022-06-05 19:20:32","Confirmed","STD","4","Confirmed"
"01839","CUS-BWM01-EM","Emina Bare With Me Mineral Cushion 01 Light 15 g","2022-06-20 09:09:02","Confirmed","OEMNDC","2","Confirmed"
"01840","CUS-BWM02-EM","Emina Bare With Me Mineral Cushion 02 Natural 15 g","2022-06-20 09:09:03","Confirmed","OEMNDC","2","Confirmed"
"01841","CUS-BWM03-EM","Emina Bare With Me Mineral Cushion 03 Caramel 15 g","2022-06-20 09:09:04","Confirmed","OEMNDC","2","Confirmed"
"01924","CUS-BWM04-EM","Emina Bare With Me Mineral Cushion 04 Mocca 15 g","2022-06-05 19:20:50","Confirmed","OEMNDC","2","Confirmed"
"01888","B-RBMLP01-EM","Emina Bare With Me Mineral Loose Powder 01 Fair 8 g","2022-06-20 09:09:04","Confirmed","STD","3","Confirmed"
"00769","B-BMLPF1-EM8GR","Emina Bare With Me Mineral Loose Powder 01 Fair 8 gr (Pcs))","2022-06-20 09:09:36","Confirmed","STD","4","Confirmed"
"01889","B-RBMLP02-EM","Emina Bare With Me Mineral Loose Powder 02 Light Beige 8 g","2022-06-20 09:09:06","Confirmed","STD","3","Confirmed"
"00770","B-BMLPLB2-EM8GR","Emina Bare With Me Mineral Loose Powder 02 Light Beige 8 gr (Pcs))","2022-06-20 09:09:36","Confirmed","STD","4","Confirmed"
"01890","B-RBMLP03-EM","Emina Bare With Me Mineral Loose Powder 03 Amber 8 g","2022-06-20 09:09:06","Confirmed","STD","4","Confirmed"
"00771","B-BMLPA3-EM8GR","Emina Bare With Me Mineral Loose Powder 03 Amber 8 gr (Pcs))","2022-06-20 09:09:37","Confirmed","STD","4","Confirmed"
"01891","B-RBMLP04-EM","Emina Bare With Me Mineral Loose Powder 04 Ebony 8 g","2022-06-20 09:09:07","Confirmed","STD","4","Confirmed"
"00772","B-BMLPE4-EM8GR","Emina Bare With Me Mineral Loose Powder 04 Ebony 8 gr (Pcs))","2022-06-05 19:21:24","Confirmed","STD","4","Confirmed"
"02451","F-BWMM01-EM","Emina Bare with Me Mineral Mild Foundation 01 Light 30 ml","2022-06-20 09:09:08","Confirmed","STD","5","Confirmed"
"02452","F-BWMM02-EM","Emina Bare with Me Mineral Mild Foundation 02 Natural 30 ml","2022-06-20 09:09:09","Confirmed","STD","5","Confirmed"
"02453","F-BWMM03-EM","Emina Bare with Me Mineral Mild Foundation 03 Caramel 30 ml","2022-06-20 09:09:10","Confirmed","STD","5","Confirmed"
"02454","F-BWMM04-EM","Emina Bare with Me Mineral Mild Foundation 04 Mocca 30 ml","2022-06-20 09:09:10","Confirmed","STD","5","Confirmed"
"01014","BBC-BBC-EM20ML","Emina Beauty Bliss BB Cream Caramel 20 ml (Pc(s))","2022-06-20 09:09:37","Confirmed","STD","5","Confirmed"
"00773","BBC-BBL-EM20ML","Emina Beauty Bliss BB Cream Light 20 ml (Pc(s))","2022-06-20 09:09:38","Confirmed","STD","3","Confirmed"
"00774","BBC-BBN-EM20ML","Emina Beauty Bliss BB Cream Natural 20 ml (Pc(s))","2022-06-20 09:09:38","Confirmed","STD","5","Confirmed"
"02092","BP-BMISN2-EM","Emina Body Mist Indian Summer 10 ml","2022-06-20 09:09:18","Confirmed","STD","5","Confirmed"
"01277","BP-BMIS-EM80ML","Emina Body Mist Indian Summer 80 ml (Pc(s))","2022-06-05 19:22:26","Confirmed","STD","5","Confirmed"
"02093","BP-BMSSN2-EM","Emina Body Mist Ocean Mist 10 ml","2022-06-20 09:09:18","Confirmed","STD","5","Confirmed"
"01279","BP-BMSS-EM80ML","Emina Body Mist Ocean Mist 80 ml (Pc(s))","2022-06-20 09:09:38","Confirmed","STD","5","Confirmed"
"02090","BP-BMPDN2-EM","Emina Body Mist Pixie Dust 10 ml","2022-06-20 09:09:19","Confirmed","STD","5","Confirmed"
"01278","BP-BMPD-EM80ML","Emina Body Mist Pixie Dust 80 ml (Pc(s))","2022-06-20 09:09:39","Confirmed","STD","5","Confirmed"
"02091","BP-BMRFN2-EM","Emina Body Mist Rain Forest 10 ml","2022-06-20 09:09:19","Confirmed","STD","5","Confirmed"
"01280","BP-BMRF-EM80ML","Emina Body Mist Rain Forest 80 ml (Pc(s))","2022-06-05 19:22:52","Confirmed","STD","5","Confirmed"
"01169","BSC-KW-EM100ML","Emina Body Scrub Kiwi 100 ml (Pc(s))","2022-06-05 19:22:56","Confirmed","STD","4","Confirmed"
"01170","BSC-PA-EM100ML","Emina Body Scrub Pineapple 100 ml (Pc(s))","2022-06-05 19:23:00","Confirmed","STD","4","Confirmed"
"01168","BSC-WM-EM100ML","Emina Body Scrub Watermelon 100 ml (Pc(s))","2022-06-05 19:23:04","Confirmed","STD","4","Confirmed"
"00966","HBL-KW-EM100ML","Emina Body Sorbet Kiwi 100 ml (Pc(s))","2022-06-05 19:23:07","Confirmed","STD","3","Confirmed"
"00967","HBL-PA-EM100ML","Emina Body Sorbet Pineapple 100 ml (Pc(s))","2022-06-05 19:23:12","Confirmed","STD","3","Confirmed"
"00965","HBL-WM-EM100ML","Emina Body Sorbet Watermelon 100 ml (Pc(s))","2022-06-05 19:23:16","Confirmed","STD","3","Confirmed"
"01915","P-BSB-EM","Emina Bright Stuff Bundling Package","2022-06-05 19:23:20","Confirmed","","3","Confirmed"
"01993","MA-BSE-EM","Emina Bright Stuff Essence Sheet Mask 23 g","2022-06-20 09:08:15","Confirmed","OEMNDC","2","Confirmed"
"03839","FT-BSE-EM","Emina Bright Stuff Exfoliating Toner 100 ml","2022-07-12 04:18:56","Confirmed","STD","4","Confirmed"
"02921","FS-BSFS-EM","Emina Bright Stuff Face Scrub 50 ml","2022-06-20 09:08:15","Confirmed","STD","5","Confirmed"
