"Internal Reference","Korporat Code","Name","Last Updated on","General State","Copackaging Routing Type/Display Name","MPS Lead Time","Ppc State"
"BOTS-SBLSR200-W","BOTS-SBLSR200-W","Botol Sticker Scentation body Lotion Sparks 200 ml Wardah","2022-06-05 13:39:23","Confirmed","","5","Confirmed"
"BOTS-TBSFT50R0-EM","BOTS-TBSFT50R0-EM","Botol Sticker The Bright Stuff Facer Toner 50 E Pc(s)","2022-06-05 13:41:18","Confirmed","","5","Confirmed"
"BOTS-TLOC60R0-EM","BOTS-TLOC60R0-EM","Botol Sticker Traceless Oil Cleanser 60 E (Pc(s))","2022-06-05 13:41:31","Confirmed","","5","Confirmed"
"BOTS-WPFT50R0-EM","BOTS-WPFT50R0-EM","Botol Sticker Witch Power Face Toner 50 E Pc(s) ()","2022-06-05 13:41:55","Confirmed","","5","Confirmed"
"BOTO-SBMIS10R0-EM","BOTO-SBMIS10R0-EM","Botol+Shrink Body Mist Indian Summer 10 E (Pc(s))","2022-06-05 13:43:50","Confirmed","","5","Confirmed"
"BOTO-SBMOM10R0-EM","BOTO-SBMOM10R0-EM","Botol+Shrink Body Mist Ocean Mist 10 E (Pc(s))","2022-06-05 13:44:03","Confirmed","","5","Confirmed"
"BOTO-SBMPD10R0-EM","BOTO-SBMPD10R0-EM","Botol+Shrink Body Mist Pixie Dust 10 E (Pc(s))","2022-06-05 13:44:13","Confirmed","","5","Confirmed"
"BOTO-SBMRF10R0-EM","BOTO-SBMRF10R0-EM","Botol+Shrink Body Mist Rain Forest 10 E (Pc(s))","2022-06-05 13:44:25","Confirmed","","5","Confirmed"
"BOTO-SBSLPR2-E","BOTO-SBSLPR2-E","Botol+Shrink Bright Stuff Loose Powder R2 E (Pc(s)","2022-06-05 13:44:48","Confirmed","","5","Confirmed"
"BOTO-SBSLPR3-E","BOTO-SBSLPR3-E","Botol+Shrink Bright Stuff Loose Powder R3 E","2022-06-05 13:44:59","Confirmed","","1","Confirmed"
"BOTO-SBSLPR4-E","BOTO-SBSLPR4-E","Botol+Shrink Bright Stuff Loose Powder REV-4 Emina.HDPE-LDPE.NoFinishing","2022-06-05 13:45:11","Confirmed","","2","Confirmed"
"BOTP-CVMPB01R0-W","BOTP-CVMPB01R0-W","Bottle CVM Lip Mousse Printed Barmark 01 W","2022-06-05 13:55:07","Confirmed","","5","Confirmed"
"BOTP-CVMPB02R0-W","BOTP-CVMPB02R0-W","Bottle CVM Lip Mousse Printed Barmark 02 W","2022-06-05 13:55:19","Confirmed","","5","Confirmed"
"BOTP-CVMPB03R0-W","BOTP-CVMPB03R0-W","Bottle CVM Lip Mousse Printed Barmark 03 W","2022-06-05 13:55:32","Confirmed","","5","Confirmed"
"BOTP-CVMPB04R0-W","BOTP-CVMPB04R0-W","Bottle CVM Lip Mousse Printed Barmark 04 W","2022-06-05 13:55:43","Confirmed","","5","Confirmed"
"BOTP-CVMPB05R0-W","BOTP-CVMPB05R0-W","Bottle CVM Lip Mousse Printed Barmark 05 W","2022-06-05 13:55:54","Confirmed","","5","Confirmed"
"BOTP-CVMPB06R0-W","BOTP-CVMPB06R0-W","Bottle CVM Lip Mousse Printed Barmark 06 W","2022-06-05 13:56:07","Confirmed","","5","Confirmed"
"BOTP-CVMPB07R0-W","BOTP-CVMPB07R0-W","Bottle CVM Lip Mousse Printed Barmark 07 W","2022-06-05 13:56:20","Confirmed","","5","Confirmed"
"BOTP-CVMPB08R0-W","BOTP-CVMPB08R0-W","Bottle CVM Lip Mousse Printed Barmark 08 W","2022-06-05 13:56:31","Confirmed","","5","Confirmed"
"BOTP-CVMPB09R0-W","BOTP-CVMPB09R0-W","Bottle CVM Lip Mousse Printed Barmark 09 W","2022-06-05 13:56:41","Confirmed","","5","Confirmed"
"BOTP-CVMPB10R0-W","BOTP-CVMPB10R0-W","Bottle CVM Lip Mousse Printed Barmark 10 W","2022-06-05 13:56:52","Confirmed","","5","Confirmed"
"BOTP-CVMPB11R0-W","BOTP-CVMPB11R0-W","Bottle CVM Lip Mousse Printed Barmark 11 W","2022-06-05 13:57:04","Confirmed","","5","Confirmed"
"BOTP-CVMPB12R0-W","BOTP-CVMPB12R0-W","Bottle CVM Lip Mousse Printed Barmark 12 W","2022-06-05 13:57:15","Confirmed","","5","Confirmed"
"BOTP-CVMPB13R0-W","BOTP-CVMPB13R0-W","Bottle CVM Lip Mousse Printed Barmark 13 Wardah,Penambahan Printing Barmark di PTI","2022-06-30 09:09:14","Confirmed","","3","Confirmed"
"BOTP-CVMPB14R0-W","BOTP-CVMPB14R0-W","Bottle CVM Lip Mousse Printed Barmark 14 Wardah,Penambahan Printing Barmark di PTI","2022-06-30 09:09:38","Confirmed","","3","Confirmed"
"BOTP-EMLCR0-W","BOTP-EMLCR0-W","Bottle Print Exclusive Matte Lip Cream Wardah,DigitalPrinted","2022-06-05 14:28:54","Confirmed","","20","Confirmed"
"BOTP-WIMLMPFER0-IP","BOTP-WIMLMPFER0-IP","Bottle Print Mattesetter Lip Matte Paint Festive Edition IP","2022-06-30 09:09:51","Confirmed","","3","Confirmed"
"BOTP-PTMSE10-MO","BOTP-PTMSE10-MO","Bottle Print Powerstay TMLC Nude Colors SE 10 MO","2022-06-05 14:29:15","Confirmed","","5","Confirmed"
"BOTP-PTMSE20-MO","BOTP-PTMSE20-MO","Bottle Print Powerstay TMLC Nude Colors SE 20 MO","2022-06-05 14:29:26","Confirmed","","5","Confirmed"
"BOTP-PTMSE30-MO","BOTP-PTMSE30-MO","Bottle Print Powerstay TMLC Nude Colors SE 30 MO","2022-06-05 14:29:38","Confirmed","","5","Confirmed"
"BOTP-PTMSE40-MO","BOTP-PTMSE40-MO","Bottle Print Powerstay TMLC Nude Colors SE 40 MO","2022-06-05 14:29:49","Confirmed","","5","Confirmed"
"BOTP-PTMSE50-MO","BOTP-PTMSE50-MO","Bottle Print Powerstay TMLC Nude Colors SE 50 MO","2022-06-05 14:30:01","Confirmed","","5","Confirmed"
"BOTP-PTMSE60-MO","BOTP-PTMSE60-MO","Bottle Print Powerstay TMLC Nude Colors SE 60 MO","2022-06-05 14:30:11","Confirmed","","5","Confirmed"
"BOTP-PTMLER0-MO","BOTP-PTMLER0-MO","Bottle Print Powerstay Transferproof Matte Lip Cream Limited Edition MO","2022-06-05 14:30:23","Confirmed","","20","Confirmed"
"BOTP-CADLP00AJR0-W","BOTP-CADLP00AJR0-W","Bottle Printed CAD Lip Paint 00 Alluring Jakarta W","2022-06-30 09:10:11","Confirmed","","3","Confirmed"
"BOTP-CADLP13DLR0-W","BOTP-CADLP13DLR0-W","Bottle Printed CAD Lip Paint 13 Dubai Lux W","2022-06-30 09:10:23","Confirmed","","3","Confirmed"
"BOTP-CADLP14RLR0-W","BOTP-CADLP14RLR0-W","Bottle Printed CAD Lip Paint 14 Royal London W","2022-06-30 09:10:32","Confirmed","","3","Confirmed"
"BOTP-CADLP15DNR0-W","BOTP-CADLP15DNR0-W","Bottle Printed CAD Lip Paint 15 Dazzling New York W","2022-06-30 09:10:59","Confirmed","","3","Confirmed"
"BOTP-CADLP16KLR0-W","BOTP-CADLP16KLR0-W","Bottle Printed CAD Lip Paint 16 Kuala Lumpur Joy W","2022-06-30 09:11:09","Confirmed","","3","Confirmed"
"BOTP-CADLP17TBR0-W","BOTP-CADLP17TBR0-W","Bottle Printed CAD Lip Paint 17 Tokyo Breeze W","2022-06-30 09:11:18","Confirmed","","3","Confirmed"
"BOTP-ILSLS01R0-W","BOTP-ILSLS01R0-W","Bottle Printed Instaperfect LSL 01 W","2022-06-30 08:52:01","Confirmed","","3","Confirmed"
"BOTP-ILSLS02R0-W","BOTP-ILSLS02R0-W","Bottle Printed Instaperfect LSL 02 W","2022-06-30 08:52:36","Confirmed","","3","Confirmed"
"BOTP-ILSLS03R0-W","BOTP-ILSLS03R0-W","Bottle Printed Instaperfect LSL 03 W","2022-06-30 08:53:42","Confirmed","","3","Confirmed"
"BOTP-ILSLS04R0-W","BOTP-ILSLS04R0-W","Bottle Printed Instaperfect LSL 04 W","2022-06-30 08:53:54","Confirmed","","3","Confirmed"
"BOTP-ILSLS05R0-W","BOTP-ILSLS05R0-W","Bottle Printed Instaperfect LSL 05 W","2022-06-30 08:54:17","Confirmed","","3","Confirmed"
"BOTP-ILSLS06R0-W","BOTP-ILSLS06R0-W","Bottle Printed Instaperfect LSL 06 W","2022-06-30 08:54:35","Confirmed","","3","Confirmed"
"BOTP-WEIMLR0-IP","BOTP-WEIMLR0-IP","Bottle Printing + Wiper EIM Liquid Instaperfect,3 Pass Digital Printed","2022-07-01 02:14:58","Confirmed","","0","Draft"
"BOTP-MLMPR0-IP","BOTP-MLMPR0-IP","Bottle Printing Mattesetter Lip Matte Paint Instaperfect,3 Pass Digital Printed","2022-07-01 02:14:43","Confirmed","","0","Draft"
"BOTP-WIEIM09R0-W","BOTP-WIEIM09R0-W","Bottle+Wiper Instaperfect EIM 09 Que Sera Sera W","2022-06-05 14:38:39","Confirmed","","5","Confirmed"
"BOTP-WIEIM10R0-W","BOTP-WIEIM10R0-W","Bottle+Wiper Instaperfect EIM 10 La Vie En Rose W","2022-06-05 14:38:51","Confirmed","","5","Confirmed"
"BOTP-WIEIM11R0-W","BOTP-WIEIM11R0-W","Bottle+Wiper Instaperfect EIM 11 Joie De Vivre W","2022-06-05 14:39:03","Confirmed","","5","Confirmed"
"BOTP-WIEIM12R0-W","BOTP-WIEIM12R0-W","Bottle+Wiper Instaperfect EIM 12 Veni Vidi Amavi W","2022-06-05 14:39:13","Confirmed","","5","Confirmed"
"LAR-SF30-BULK","LAR-SF30-BULK","Bulk Larutan Soda Flake 30 %","2022-06-05 14:57:39","Confirmed","","5","Confirmed"
"WARN-B-BULK","WARN-B-BULK","Bulk Warna Biru","2022-06-05 15:00:54","Confirmed","","5","Confirmed"
"CAPS-CBBMP50R1-W","CAPS-CBBMP50R1-W","Cap Capsticker CBB Milk & Pearl 50 ml R1 Wardah","2022-06-05 15:20:34","Confirmed","","5","Confirmed"
"CAPS-CBBPF50R1-W","CAPS-CBBPF50R1-W","Cap Capsticker CBB Passion Fruit 50 ml R1 Wardah","2022-06-05 15:20:42","Confirmed","","5","Confirmed"
"CAPS-CBBR50R1-W","CAPS-CBBR50R1-W","Cap Capsticker CBB Rose 50 ml R1 Wardah","2022-06-05 15:20:48","Confirmed","","5","Confirmed"
"CAPS-CBBS50R1-W","CAPS-CBBS50R1-W","Cap Capsticker CBB Strawberry 50 ml R1 Wardah","2022-06-05 15:20:51","Confirmed","","5","Confirmed"
"CAPS-CBGSPAREV1-P","CAPS-CBGSPAREV1-P","Cap Creambath Botanical Garden SPA Rev-1 Putri","2022-06-05 15:27:40","Confirmed","","5","Confirmed"
"CAPS-CSPALREV12-P","CAPS-CSPALREV12-P","Cap Creambath SPA Lavender 240 ml Rev-1 Putri","2022-06-05 15:27:44","Confirmed","","5","Confirmed"
"CAPS-CBBWLG150-W","CAPS-CBBWLG150-W","Cap Creamy Body Butter Lavender & Ginger 150 ml Wardah","2022-06-05 15:27:49","Confirmed","","5","Confirmed"
"CAPS-CBBWM&P150-W","CAPS-CBBWM&P150-W","Cap Creamy Body Butter Milk & Pearl 150ml Wardah","2022-06-05 15:27:54","Confirmed","","5","Confirmed"
"CAPS-CBBWST150-W","CAPS-CBBWST150-W","Cap Creamy Body Butter strawberry 150 ml Wardah","2022-06-05 15:27:57","Confirmed","","5","Confirmed"
"CAPS-CBBST150-W","CAPS-CBBST150-W","Cap Creamy Body Butter strawberry 150 ml Wardah","2022-06-05 15:28:03","Confirmed","","5","Confirmed"
"CAPS-CBBWO150-W","CAPS-CBBWO150-W","Cap Creamy Body Butter with Olive 150 ml Wardah ","2022-06-05 15:28:08","Confirmed","","5","Confirmed"
"CAPS-CBBWPF150-W","CAPS-CBBWPF150-W","Cap Creamy Body Butter with Passion Fruit 150ml Wardah","2022-06-05 15:28:13","Confirmed","","5","Confirmed"
"CAPS-CBBWR150-W","CAPS-CBBWR150-W","Cap Creamy Body Butter with Rose 150 ml Wardah","2022-06-05 15:28:18","Confirmed","","5","Confirmed"
"CAPS-CBBL&G50WR-W","CAPS-CBBL&G50WR-W","Cap Creamy body butter Lavender & Ginger 50 ml Wardah","2022-06-05 15:28:30","Confirmed","","5","Confirmed"
"CAPS-CBBMP50-W","CAPS-CBBMP50-W","Cap Creamy body butter Milk & Pearl 50 ml Wardah","2022-06-05 15:28:40","Confirmed","","5","Confirmed"
"CAPS-CBBO50-W","CAPS-CBBO50-W","Cap Creamy body butter Olive 50 ml Wardah","2022-06-05 15:28:45","Confirmed","","5","Confirmed"
"CAPS-CBBR50WRP-W","CAPS-CBBR50WRP-W","Cap Creamy body butter Rose 50 ml Wardah","2022-06-05 15:28:58","Confirmed","","5","Confirmed"
"CAPS-CBBPF50WRP-W","CAPS-CBBPF50WRP-W","Cap Creamy body butter passion fruit 50 ml Wardah","2022-06-05 15:29:10","Confirmed","","5","Confirmed"
"CAPS-CBBR100-W","CAPS-CBBR100-W","Cap Creamy body butter rose 100 ml Wardah","2022-06-05 15:29:14","Confirmed","","5","Confirmed"
"CAPS-CBBS100-W","CAPS-CBBS100-W","Cap Creamy body butter strawberry 100 ml Wardah","2022-06-05 15:29:20","Confirmed","","5","Confirmed"
"CAPS-CBBO100-W","CAPS-CBBO100-W","Cap Creamy body butter with olive 100 ml Wardah","2022-06-05 15:29:24","Confirmed","","5","Confirmed"
"CAPS-HMSPAREV12-P","CAPS-HMSPAREV12-P","Cap Hair Mask SPA 240 ml Rev-1 Putri","2022-06-05 15:30:52","Confirmed","","5","Confirmed"
"CAPS-OBS240REV1-P","CAPS-OBS240REV1-P","Cap Olive Body Scrub 240 ml Rev-1 Putri","2022-06-05 15:33:41","Confirmed","","5","Confirmed"
"CAPR-PTC-IX","CAPR-PTC-IX","Cap Passiontaste Treatment Creme IX","2022-06-05 15:33:55","Confirmed","","5","Confirmed"
"CAPS-SSWFP150-W","CAPS-SSWFP150-W","Cap Soft Body Scrub With Passion Fruit 150 ml Wardah","2022-06-05 15:41:32","Confirmed","","5","Confirmed"
"CAPS-SSWST150-W","CAPS-SSWST150-W","Cap Soft Scrub Strawberry 150 ml Wardah","2022-06-05 15:41:37","Confirmed","","5","Confirmed"
"CAPS-SSWO150-W","CAPS-SSWO150-W","Cap Soft Scrub With Olive 150 ml Wardah","2022-06-05 15:41:42","Confirmed","","5","Confirmed"
"CAPS-SSWO24-W","CAPS-SSWO24-W","Cap Soft Scrub With Olive 240 ml Wardah","2022-06-05 15:41:45","Confirmed","","5","Confirmed"
"CAPS-TCBBWSTWRP-W","CAPS-TCBBWSTWRP-W","Cap Tester Strawberry body butter 50 ml Wardah","2022-06-05 15:42:10","Confirmed","","5","Confirmed"
"CAPS-BSCP100R0-EM","CAPS-BSCP100R0-EM","Cap sticker Body Scrub Pineapple 100 E (Pc(s))","2022-06-05 15:44:16","Confirmed","","5","Confirmed"
"CAPS-BSK100-EM","CAPS-BSK100-EM","Capsticker Body Scrub Kiwi 100 ml Emina (Pc(s))","2022-06-05 15:47:36","Confirmed","","5","Confirmed"
"CAPS-BSCW100R0-EM","CAPS-BSCW100R0-EM","Capsticker Body Scrub Watermelon 100 E (Pcs)","2022-06-05 15:47:40","Confirmed","","5","Confirmed"
"CAPS-CBAV240R0-P","CAPS-CBAV240R0-P","Capsticker Creambath Aloe Vera 240 P (Pc(s))","2022-06-05 15:47:47","Confirmed","","5","Confirmed"
"CAPS-CBRSPA240-P","CAPS-CBRSPA240-P","Capsticker Creambath Rich SPA 240 ml Putri (Pc(s))","2022-06-05 15:47:58","Confirmed","","5","Confirmed"
"WARN-CBBLKAIO-BULK","WARN-CBBLKAIO-BULK","Color Base Black A-IO","2022-06-05 15:58:45","Confirmed","","5","Confirmed"
"WARN-CBC19011-BULK","WARN-CBC19011-BULK","Color Base C19-011","2022-06-05 15:58:51","Confirmed","","5","Confirmed"
"WARN-CBC19012-BULK","WARN-CBC19012-BULK","Color Base C19-012","2022-06-05 15:58:56","Confirmed","","5","Confirmed"
"WARN-CBC196619-BULK","WARN-CBC196619-BULK","Color Base C19-6619","2022-06-05 15:59:01","Confirmed","","5","Confirmed"
"WARN-CB335138A-BULK","WARN-CB335138A-BULK","Color Base C33-5138 (No stabilizer) bulk","2022-06-05 15:59:11","Confirmed","","5","Confirmed"
"WARN-CB338073-BULK","WARN-CB338073-BULK","Color Base C33-8073","2022-06-05 15:59:16","Confirmed","","5","Confirmed"
"WARN-CBC394433-BULK","WARN-CBC394433-BULK","Color Base C39-4433","2022-06-05 15:59:20","Confirmed","","5","Confirmed"
"WARN-CBR27MS-BULK","WARN-CBR27MS-BULK","Color Base Red 27 MS","2022-06-05 15:59:26","Confirmed","","5","Confirmed"
"WARN-CBRRT-BULK","WARN-CBRRT-BULK","Color Base Red Russet","2022-06-05 15:59:30","Confirmed","","3","Draft"
"WARN-CBESI2Y-BULK","WARN-CBESI2Y-BULK","Color Base SI 2 Yellow","2022-07-08 03:07:09","Confirmed","","2","Confirmed"
"WARN-CBESIR217-BULK","WARN-CBESIR217-BULK","Color Base SI Red 217","2022-07-08 03:07:17","Confirmed","","2","Confirmed"
"WARN-CBTO-BULK","WARN-CBTO-BULK","Color Base Titan OTS","2022-06-05 15:59:49","Confirmed","","5","Confirmed"
"WARN-CBTITAN-BULK","WARN-CBTITAN-BULK","Color Base Titanium","2022-06-05 15:59:55","Confirmed","","5","Confirmed"
"WARN-CBETE-BULK","WARN-CBETE-BULK","Color Base Tudor Eboni","2022-07-08 03:07:24","Confirmed","","2","Confirmed"
"WARN-CBTRO-BULK","WARN-CBTRO-BULK","Color Base Tudor Oak","2022-06-05 16:00:06","Confirmed","","5","Confirmed"
"WARN-CBEWHBI2-BULK","WARN-CBEWHBI2-BULK","Color Base Warna Hitam BI 2","2022-07-08 03:07:31","Confirmed","","2","Confirmed"
"WARN-CBEWKBI2-BULK","WARN-CBEWKBI2-BULK","Color Base Warna Kuning BI 2","2022-07-08 03:07:37","Confirmed","","2","Confirmed"
"WARN-CBEWMBI2-BULK","WARN-CBEWMBI2-BULK","Color Base Warna Merah BI 2","2022-07-08 03:07:43","Confirmed","","2","Confirmed"
"CONP-SBLER0-MO","CONP-SBLER0-MO","Container Print Powerstay Suede Blush Limited Edition MO","2022-06-30 09:11:34","Confirmed","","3","Confirmed"
"CONP-EFCCR0-W","CONP-EFCCR0-W","Container Printing Exclusive Flawless Cover Cushion Wardah,3 Pass Digital Printed","2022-06-29 02:36:32","Confirmed","","0","Draft"
"CONP-TSESMR0-MO","CONP-TSESMR0-MO","Container Printing Tities Sapoetra ES Meadow MO","2022-06-05 16:21:50","Confirmed","","5","Confirmed"
"CONP-TSESPR0-MO","CONP-TSESPR0-MO","Container Printing Tities Sapoetra ES Prairie MO","2022-06-05 16:21:56","Confirmed","","5","Confirmed"
"CONP-TSEB-E","CONP-TSEB-E","Contprint Container Print Top Secret EB Emina","2022-06-05 16:23:47","Confirmed","","5","Confirmed"
"L-CVM02WDDR0-W","L-CVM02WDDR0-W","Digital Printed CVM Lip Mousse 02 WD Special Ed. W","2022-06-05 16:35:26","Confirmed","","5","Confirmed"
"L-CVM03WDDR0-W","L-CVM03WDDR0-W","Digital Printed CVM Lip Mousse 03 WD Special Ed. W","2022-06-05 16:35:31","Confirmed","","5","Confirmed"
"L-CVM04WDDR0-W","L-CVM04WDDR0-W","Digital Printed CVM Lip Mousse 04 WD Special Ed. W","2022-06-05 16:35:36","Confirmed","","5","Confirmed"
"L-CVM06WDDR0-W","L-CVM06WDDR0-W","Digital Printed CVM Lip Mousse 06 WD Special Ed. W","2022-06-05 16:35:41","Confirmed","","5","Confirmed"
"L-CVM07WDDR0-W","L-CVM07WDDR0-W","Digital Printed CVM Lip Mousse 07 WD Special Ed. W","2022-06-05 16:35:45","Confirmed","","5","Confirmed"
"L-CVM08WDDR0-W","L-CVM08WDDR0-W","Digital Printed CVM Lip Mousse 08 WD Special Ed. W","2022-06-05 16:35:50","Confirmed","","5","Confirmed"
"L-CVM01RMDR0-W","L-CVM01RMDR0-W","Digital Printed CVM Lip Mousse x Ria Miranda 01 W","2022-06-05 16:35:53","Confirmed","","5","Confirmed"
"L-CVM08RMDR0-W","L-CVM08RMDR0-W","Digital Printed CVM Lip Mousse x Ria Miranda 08 W","2022-06-05 16:35:59","Confirmed","","5","Confirmed"
"L-CVM09RMDR0-W","L-CVM09RMDR0-W","Digital Printed CVM Lip Mousse x Ria Miranda 09 W","2022-06-05 16:36:05","Confirmed","","5","Confirmed"
"L-CVM10RMDR0-W","L-CVM10RMDR0-W","Digital Printed CVM Lip Mousse x Ria Miranda 10 W","2022-06-05 16:36:10","Confirmed","","5","Confirmed"
"L-CVM13RMDR0-W","L-CVM13RMDR0-W","Digital Printed CVM Lip Mousse x Ria Miranda 13 W","2022-06-05 16:36:14","Confirmed","","5","Confirmed"
"DUSS-AASG15-WM","DUSS-AASG15-WM","Dus Sticker Acnederm Acne Spot Gel 15 WM","2022-06-05 18:54:47","Confirmed","","3","Confirmed"
"DUSS-ADM40R1-WM","DUSS-ADM40R1-WM","Dus Sticker Acnederm Day Moisturizer 40 R1 WM","2022-06-30 08:48:49","Confirmed","","3","Confirmed"
"DUSS-ADM40-WM","DUSS-ADM40-WM","Dus Sticker Acnederm Day Moisturizer 40 WM","2022-06-05 18:55:04","Confirmed","","3","Confirmed"
"DUSS-ANTM40R1-WM","DUSS-ANTM40R1-WM","Dus Sticker Acnederm Night Treatment Moisturizer 40 R1 WM","2022-06-05 18:55:14","Confirmed","","3","Confirmed"
"DUSS-ANTM40-WM","DUSS-ANTM40-WM","Dus Sticker Acnederm Night Treatment Moisturizer 40 WM","2022-06-05 18:55:17","Confirmed","","5","Confirmed"
"DUSS-BSTUC20R0-E","DUSS-BSTUC20R0-E","Dus Sticker Bright Stuff Tone Up Cream 20 R0 E","2022-06-05 18:55:25","Confirmed","","3","Confirmed"
"DUSS-CDDDCL20R1-WM","DUSS-CDDDCL20R1-WM","Dus Sticker C-Defense DDC Light 20 R1 WM","2022-06-05 18:55:29","Confirmed","","3","Confirmed"
"DUSS-CDDDCL20-WM","DUSS-CDDDCL20-WM","Dus Sticker C-Defense DDC Light 20 WM","2022-06-05 18:55:34","Confirmed","","3","Confirmed"
"DUSS-CDDDCN20R1-WM","DUSS-CDDDCN20R1-WM","Dus Sticker C-Defense DDC Natural 20 R1 WM","2022-06-05 18:55:39","Confirmed","","3","Confirmed"
"DUSS-CDDDCN20-WM","DUSS-CDDDCN20-WM","Dus Sticker C-Defense DDC Natural 20 WM","2022-06-05 18:55:44","Confirmed","","3","Confirmed"
"DUSS-CADLP00R0-W","DUSS-CADLP00R0-W","Dus Sticker CAD Lip Paint 00 W","2022-06-05 18:55:48","Confirmed","","3","Confirmed"
"DUSS-CADLP13R0-W","DUSS-CADLP13R0-W","Dus Sticker CAD Lip Paint 13 W","2022-06-05 18:55:52","Confirmed","","3","Confirmed"
"DUSS-CADLP14R0-W","DUSS-CADLP14R0-W","Dus Sticker CAD Lip Paint 14 W","2022-06-05 18:55:55","Confirmed","","3","Confirmed"
"DUSS-CADLP15R0-W","DUSS-CADLP15R0-W","Dus Sticker CAD Lip Paint 15 W","2022-06-05 18:55:59","Confirmed","","3","Confirmed"
"DUSS-CADLP16R0-W","DUSS-CADLP16R0-W","Dus Sticker CAD Lip Paint 16 W","2022-06-05 18:56:05","Confirmed","","3","Confirmed"
"DUSS-CADLP17R0-W","DUSS-CADLP17R0-W","Dus Sticker CAD Lip Paint 17 W","2022-06-05 18:56:08","Confirmed","","3","Confirmed"
"DUSS-CSBANC15-W","DUSS-CSBANC15-W","Dus Sticker CS Bright Activating Night Cream 15 W","2022-06-05 18:56:13","Confirmed","","3","Confirmed"
"DUSS-CSET125R1-WM","DUSS-CSET125R1-WM","Dus Sticker CS Exfoliating Toner 125 R1 WM","2022-06-05 18:56:17","Confirmed","","3","Confirmed"
"DUSS-CSEDCC10R1-WM","DUSS-CSEDCC10R1-WM","Dus Sticker CS Eyes Dark Circle Corrector 10 R1 W","2022-06-30 08:49:05","Confirmed","","3","Confirmed"
"DUSS-CSEDCC10R0-W","DUSS-CSEDCC10R0-W","Dus Sticker CS Eyes Dark Circle Corrector 10 W","2022-06-05 18:56:27","Confirmed","","3","Confirmed"
"DUSS-RCVPF11CR0-W","DUSS-RCVPF11CR0-W","Dus Sticker Colorfit Velvet Powder Foundation 11C Refill Wardah (Barcode&Varian)","2022-06-05 18:56:31","Confirmed","","1","Confirmed"
"DUSS-RCVPF22NR0-W","DUSS-RCVPF22NR0-W","Dus Sticker Colorfit Velvet Powder Foundation 22N Refill Wardah (Barcode&Varian)","2022-06-05 18:56:36","Confirmed","","1","Confirmed"
"DUSS-RCVPF23WR0-W","DUSS-RCVPF23WR0-W","Dus Sticker Colorfit Velvet Powder Foundation 23W Refill Wardah (Barcode&Varian)","2022-06-05 18:56:40","Confirmed","","1","Confirmed"
"DUSS-RCVPF32NR0-W","DUSS-RCVPF32NR0-W","Dus Sticker Colorfit Velvet Powder Foundation 32N Refill Wardah (Barcode&Varian)","2022-06-05 18:56:45","Confirmed","","1","Confirmed"
"DUSS-RCVPF33WR0-W","DUSS-RCVPF33WR0-W","Dus Sticker Colorfit Velvet Powder Foundation 33W Refill Wardah (Barcode&Varian)","2022-06-05 18:56:50","Confirmed","","1","Confirmed"
"DUSS-RCVPF42NR0-W","DUSS-RCVPF42NR0-W","Dus Sticker Colorfit Velvet Powder Foundation 42N Refill Wardah (Barcode&Varian)","2022-06-05 18:56:54","Confirmed","","1","Confirmed"
"DUSS-RCVPF43WR0-W","DUSS-RCVPF43WR0-W","Dus Sticker Colorfit Velvet Powder Foundation 43W Refill Wardah (Barcode&Varian)","2022-06-05 18:57:00","Confirmed","","1","Confirmed"
"DUSS-RCVPF52NR0-W","DUSS-RCVPF52NR0-W","Dus Sticker Colorfit Velvet Powder Foundation 52N Refill Wardah (Barcode&Varian)","2022-06-05 18:57:03","Confirmed","","1","Confirmed"
"DUSS-DMCP01R0-E","DUSS-DMCP01R0-E","Dus Sticker Daily Matte Compact Powder 01 Light E","2022-06-05 18:57:16","Confirmed","","2","Confirmed"
"DUSS-DMCP02R0-E","DUSS-DMCP02R0-E","Dus Sticker Daily Matte Compact Powder 02 Natural E","2022-06-05 18:57:19","Confirmed","","2","Confirmed"
"DUSS-DMCP03R0-E","DUSS-DMCP03R0-E","Dus Sticker Daily Matte Compact Powder 03 Caramel E","2022-06-05 18:57:23","Confirmed","","2","Confirmed"
"DUSS-DMCP04R0-E","DUSS-DMCP04R0-E","Dus Sticker Daily Matte Compact Powder 04 Mocca E","2022-06-05 18:57:29","Confirmed","","2","Confirmed"
"DUSS-EMLC01H-W","DUSS-EMLC01H-W","Dus Sticker Exclusive Matte Lip Cream 01 (Hologram) W","2022-06-05 18:57:32","Confirmed","","5","Confirmed"
"DUSS-EMLC02H-W","DUSS-EMLC02H-W","Dus Sticker Exclusive Matte Lip Cream 02 (Hologram) W","2022-06-05 18:57:36","Confirmed","","5","Confirmed"
"DUSS-EMLC03H-W","DUSS-EMLC03H-W","Dus Sticker Exclusive Matte Lip Cream 03 (Hologram) W","2022-06-05 18:57:40","Confirmed","","5","Confirmed"
"DUSS-EMLC03R0-WM","DUSS-EMLC03R0-WM","Dus Sticker Exclusive Matte Lip Cream 03 WM","2022-06-05 18:57:43","Confirmed","","5","Confirmed"
"DUSS-EMLC04H-W","DUSS-EMLC04H-W","Dus Sticker Exclusive Matte Lip Cream 04 (Hologram) W","2022-06-05 18:57:47","Confirmed","","5","Confirmed"
